696279 Archaeology	67934 Arqueología	241652 Archäologie	84940 Archéologie	16729 Arqueologia	20030 علم_الآثار	5739 Arkeologia	6144 Αρχαιολογία	17045 Arheologie	5421 Arqueologia
840056 Monaco 	101356 Mónaco 	242511 Monaco 	91226 Monaco 	23233 Mònaco 	9323 موناكو 	24242 Monako 	71044 Μονακό 	16128 Monaco 	17787 Mónegue 
846456 Nationalism 	132446 Nacionalismo 	644310 Nationalismus 	386066 Nationalisme 	186567 Nacionalisme 	57350 قومية 	15743 Nazionalismoa 	12387 Εθνικισμός 	758067 Naționalism 	13515 Nacionalisme 
873104 Swimmers 	173860 Nadadores 	236034 Schwimmer 	274184 Nageur 	62066 Nedadors 	120828 سباحون 	54544 Igerilariak 	60596 Κολυμβητές 	386174 Înotători 	11795 Nadaire 
696384 Christmas 	91136 Navidad 	429372 Weihnachten 	160696 Noël 	230986 Nadal 	588146 عيد_الميلاد 	123509 Eguberria 	93447 Χριστούγεννα 	38766 Crăciun 	72120 Nadal 
743272 Namibia 	68814 Namibia 	242518 Namibia 	127261 Namibie 	34383 Namíbia 	17918 ناميبيا 	4282 Namibia 	83155 Ναμίμπια 	18093 Namibia 	7565 Namibia 
691570 Swimming 	186723 Natación 	1924180 Schwimmsport 	112467 Natation 	60454 Natació 	310574 سباحة 	54545 Igeriketa 	60595 Κολύμβηση 	388760 Înot 	11796 Natacion 
699176 Nauru 	75621 Nauru 	242522 Nauru 	185876 Nauru 	470037 Nauru 	124571 ناورو 	4305 Nauru 	60636 Ναουρού 	159489 Nauru 	5839 Nauru 
1130482 Hauts-de-Seine 	426946 Altos_del_Sena 	4231367 Département_Hauts-de-Seine 	157888 Hauts-de-Seine 	194969 Alts_del_Sena 	1873632 هوت_دو_سين 	179535 Hauts-de-Seine 	293202 Ω-ντε-Σεν 	1046972 Hauts-de-Seine 	8956 Nauts_de_Sèina 
694997 Web_browsers 	202771 Navegadores_web 	2060420 Webbrowser 	2706897 Navigateur_web 	28103 Navegadors_web 	105786 متصفحات_ويب 	11084 Web_nabigatzaileak 	33141 Φυλλομετρητές 	38555 Browsere_web 	67998 Navegador_web 
716308 Navigation 	113199 Navegación 	280750 Navigation 	701972 Navigation 	630833 Navegació 	31835 ملاحة 	42569 Nabigazioa 	20967 Ναυσιπλοΐα 	754416 Navigație 	32300 Navigacion 
695233 Nepal 	69662 Nepal 	242523 Nepal 	83995 Népal 	28067 Nepal 	134551 نيبال 	21632 Nepal 	44168 Νεπάλ 	18167 Nepal 	7946 Nepal 
717823 Neurotransmitters 	113261 Neurotransmisores 	472050 Neurotransmitter 	143613 Neurotransmetteur 	169712 Neurotransmissors 	584531 نواقل_عصبية 	97757 Neurotransmisoreak 	107836 Νευροδιαβιβαστές 	821675 Neurotransmițători 	46031 Neurotransmetor 
720294 Nicaragua 	51500 Nicaragua 	242525 Nicaragua 	127336 Nicaragua 	30751 Nicaragua 	40558 نيكاراغوا 	24646 Nikaragua 	39143 Νικαράγουα 	174364 Nicaragua 	9727 Nicaragua 
743311 Niger 	70190 Níger 	242527 Niger 	87870 Niger 	36410 Níger 	250223 النيجر 	4294 Niger 	74783 Νίγηρας 	18094 Niger 	7616 Nigèr 
743312 Nigeria 	70193 Nigeria 	242528 Nigeria 	121223 Nigeria 	21494 Nigèria 	8123 نيجيريا 	4283 Nigeria 	58024 Νιγηρία 	18095 Nigeria 	7572 Nigèria 
1068479 Nobility 	194556 Nobleza 	237507 Adel 	195980 Noblesse 	270617 Noblesa 	279350 نبلاء 	36528 Noblezia 	319860 Τάξη_ευγενών 	38833 Nobilime 	13113 Noblesa 
1573811 Nonmetals 	1146291 No_metales 	4815682 Nichtmetall 	1592298 Non-métal 	322108 No_metalls 	16984 لا_فلزات 	164426 Ez_metalak 	33555 Αμέταλλα 	61356 Nemetale 	56508 Non_metal 
691753 Norway 	67636 Noruega 	242530 Norwegen 	105049 Norvège 	16827 Noruega 	219928 النرويج 	9641 Norvegia 	6938 Νορβηγία 	13126 Norvegia 	5840 Norvègia 
692363 Numismatics 	50654 Numismática 	244627 Numismatik 	156669 Numismatique 	67365 Numismàtica 	535131 جمع_المسكوكات 	18750 Numismatika 	37531 Νομισματική 	22601 Numismatică 	22237 Numismatica 
1087814 Naples 	515948 Nápoles 	767209 Neapel 	498976 Naples 	60637 Nàpols 	1304059 نابولي 	94801 Napoli 	135569 Νάπολη 	982506 Napoli 	44714 Nàpols 
842300 Clouds 	697879 Nubes 	769029 Wolke 	326280 Nuage 	106839 Núvols 	1443473 غيوم 	226235 Hodeiak 	157107 Νέφη 	185114 Nori 	20468 Nívol 
711826 ISO_standards 	61581 Normas_ISO 	2063409 ISO-Norm 	160094 Norme_ISO 	36629 Normes_ISO 	250720 معايير_الأيزو 	72355 ISO_estandarrak 	23898 Πρότυπα_ISO 	110180 Standarde_ISO 	10983 Nòrma_ISO 
900479 Oceans 	93706 Océanos 	236393 Ozean 	83778 Océan 	21550 Oceans 	7549 محيطات 	7276 Ozeanoak 	92304 Ωκεανοί 	294599 Oceane 	17296 Ocean 
1520451 Ophthalmologists 	126112 Oftalmólogos 	293260 Augenarzt 	657191 Ophtalmologue 	794813 Oftalmòlegs 	1964765 أطباء_عيون 	293679 Oftalmologoak 	300713 Οφθαλμίατροι 	378639 Oftalmologi 	52367 Oftalmològ 
743245 Uganda 	70169 Uganda 	242668 Uganda 	141492 Ouganda 	34645 Uganda 	8116 أوغندا 	4281 Uganda 	73909 Ουγκάντα 	18110 Uganda 	9433 Oganda 
1439008 Oleaceae 	123085 Oleaceae 	2809082 Oleaceae 	437599 Oleaceae 	91673 Oleàcies 	613725 زيتونية 	68008 Oleaceae 	155263 Ελαιοειδή 	123247 Oleaceae 	61036 Oleaceae 
743166 Oman 	101672 Omán 	242539 Oman 	83994 Oman 	35690 Oman 	383939 سلطنة_عمان 	21594 Oman 	70389 Ομάν 	18155 Oman 	9374 Oman 
707462 Hungary 	51773 Hungría 	242671 Ungarn 	92034 Hongrie 	13700 Hongria 	241060 المجر 	11047 Hungaria 	12379 Ουγγαρία 	11172 Ungaria 	5841 Ongria 
707430 Ontario 	468187 Ontario 	592663 Ontario 	119726 Ontario 	464551 Ontàrio 	357493 أونتاريو 	149914 Ontario 	244865 Οντάριο 	603259 Ontario,_Canada 	48495 Ontàrio 
692743 Optics 	58668 Óptica 	238856 Optik 	87130 Optique 	12669 Òptica 	16205 بصريات 	6429 Optika 	17206 Οπτική 	30385 Optică 	14912 Optica 
734927 Organelles 	84764 Orgánulos_celulares 	2080579 Zellorganell 	341783 Organite 	60686 Orgànuls 	22525 عضيات_خلوية 	100025 Organulu_zelularrak 	80967 Κυτταρικά_οργανίδια 	820968 Organite_celulare 	26142 Organet 
717945 Hormones 	59554 Hormonas 	291274 Hormon 	83608 Hormone 	153221 Hormones 	17856 هرمونات 	79751 Hormonak 	107835 Ορμόνες 	79024 Hormoni 	39121 Ormona 
771397 Eastern_Orthodoxy 	1737344 Cristianismo_ortodoxo 	270934 Orthodoxie 	118988 Orthodoxie 	85746 Cristianisme_ortodox 	1923450 الأرثوذكسية_الشرقية 	294763 Ekialdeko_Eliza_Ortodoxoa 	51993 Ορθόδοξη_Εκκλησία 	971778 Ortodoxie_răsăriteană 	34991 Ortodoxia 
5726086 Publishing_companies 	62424 Editoriales 	280512 Verlag 	3309479 Chaîne_du_livre 	89977 Editorials 	357089 شركات_طباعة_ونشر 	6659 Argitaletxeak 	48926 Εκδοτικοί_οίκοι 	113443 Edituri 	35089 Ostal_d'edicion 
695963 Oxides 	67694 Óxidos 	1768648 Oxid 	129185 Oxyde 	13034 Òxids 	94179 أكاسيد 	32348 Oxidoak 	114196 Οξείδια 	226605 Oxizi 	26099 Oxid 
758695 Uzbekistan 	68352 Uzbekistán 	242673 Usbekistan 	83993 Ouzbékistan 	26631 Uzbekistan 	8544 أوزبكستان 	21615 Uzbekistan 	68276 Ουζμπεκιστάν 	18200 Uzbekistan 	9790 Ozbequistan 
756721 Paleontologists 	175029 Paleontólogos 	272598 Paläontologe 	7795445 Paléontologue 	59543 Paleontòlegs 	1256484 إحاثيون 	11287 Paleontologoak 	260746 Παλαιοντολόγοι 	930680 Paleontologi 	151617 Paleontològ 
717116 Palestine 	80269 Palestina 	243967 Palästina 	83991 Palestine 	21721 Palestina 	6507 فلسطين 	6852 Palestina 	60218 Παλαιστίνη 	16986 Palestina 	32004 Palestina 
720289 Panama 	51502 Panamá 	242554 Panama 	5752721 Panama 	33247 Panamà 	29126 بنما 	11937 Panama 	32269 Παναμάς 	104941 Panama 	9797 Panamà 
691014 Popes 	135153 Papas 	242795 Papst 	85298 Pape 	30268 Papes_de_Roma 	9485 باباوات 	292011 Aita_santuak 	7136 Πάπες_Ρώμης 	20988 Papi 	15963 Papa 
720307 Papua_New_Guinea 	78016 Papúa_Nueva_Guinea 	325504 Papua-Neuguinea 	83990 Papouasie-Nouvelle-Guinée 	30319 Papua_Nova_Guinea 	202867 بابوا_غينيا_الجديدة 	9238 Papua_Ginea_Berria 	71171 Παπούα_Νέα_Γουινέα 	159483 Papua_Noua_Guinee 	29333 Papoa-Nòva_Guinèa 
706176 Pakistan 	68864 Pakistán 	242551 Pakistan 	83992 Pakistan 	32275 Pakistan 	8547 باكستان 	21600 Pakistan 	42527 Πακιστάν 	18168 Pakistan 	19254 Paquistan 
693017 Paraguay 	51695 Paraguay 	242556 Paraguay 	124008 Paraguay 	36940 Paraguai 	29125 باراغواي 	24650 Paraguai 	75152 Παραγουάη 	52854 Paraguay 	9528 Paraguai 
2062865 Nationalist_parties 	1526095 Partidos_políticos_nacionalistas 	1091740 Nationalistische_Partei 	439207 Parti_politique_nationaliste 	1010821 Partits_polítics_nacionalistes 	1660207 أحزاب_قومية 	75975 Alderdi_politiko_nazionalistak 	276124 Εθνικιστικά_κόμματα 	758968 Partide_Politice_naționaliste 	22815 Partit_politic_nacionalista 
720923 Paris 	70009 París 	240659 Paris 	86025 Paris 	18742 París 	19036 باريس 	8117 Paris 	32670 Παρίσι 	20532 Paris 	15724 París 
1141719 Passeriformes 	196532 Passeriformes 	247558 Sperlingsvögel 	4176091 Passeriformes 	90603 Passeriformes 	1692608 عصفوريات_الشكل 	61740 Passeriformes 	114876 Στρουθιόμορφα 	396818 Passeriformes 	53990 Passerifòrme 
3218670 Cultural_heritage 	3652734 Patrimonios_culturales 	7343840 Kulturgut 	506263 Patrimoine 	891204 Patrimoni_cultural 	758576 التراث_الثقافي 	434524 Ondarea 	389642 Πολιτιστική_κληρονομιά 	23514 Patrimoniul_cultural 	13315 Patrimòni 
911285 Surnames 	183219 Apellidos 	242347 Familienname 	327250 Patronyme 	213851 Cognoms 	1778336 تحويلات_ألقاب 	103918 Abizenak 	61179 Επώνυμα 	28744 Nume_de_familie 	15032 Patronim 
37690776 Countries_in_Africa 	50863 Países_de_África 	2121510 Staat_in_Afrika 	83074 Pays_d'Afrique 	120597 Estats_d'Àfrica 	6827 دول_أفريقيا 	15850 Afrikako_herrialdeak 	49310 Χώρες_της_Αφρικής 	761080 Țări_în_Africa 	33353 País_d'Africa 
2477396 Pedagogy 	86123 Pedagogía 	236154 Pädagogik 	84946 Pédagogie 	20150 Pedagogia 	906079 بيداغوجيا 	12203 Pedagogia 	17047 Παιδαγωγική 	31608 Pedagogie 	3459 Pedagogia 
2875844 Poitou-Charentes 	435195 Poitou-Charentes 	1005934 Poitou-Charentes 	111938 Poitou-Charentes 	81120 Poitou-Charentes 	1868491 بواتو_شارنت 	97698 Poitou-Charentes 	342449 Πουατού-Σαράντ 	236639 Poitou-Charentes 	26399 Peitau-Charantas 
846610 Peninsulas 	53435 Penínsulas 	242535 Halbinsel 	121810 Péninsule 	30526 Penínsules 	583960 أشباه_جزر 	8690 Penintsulak 	51045 Χερσόνησοι 	105234 Peninsule 	20662 Peninsula 
1203645 Perciformes 	376004 Perciformes 	491415 Barschartige 	159373 Perciforme 	179952 Perciformes 	855626 أسماك_شبيهة_الأفراخ 	61791 Perciformes 	220031 Περκόμορφα 	478001 Perciformes 	55132 Percifòrme 
694620 Danish_people 	191030 Daneses 	236187 Däne 	236653 Personnalité_danoise 	32316 Danesos 	148523 دنماركيون 	51266 Daniarrak 	55469 Δανοί 	36647 Danezi 	16950 Personalitat_danesa 
691623 Fictional_characters 	1870159 Personajes_ficticios 	241320 Fiktive_Person 	85533 Personnage_de_fiction 	87268 Personatges_de_ficció 	48295 شخصيات_خيالية 	32389 Fikziozko_pertsonaiak 	20546 Φανταστικοί_χαρακτήρες 	389087 Personaje_fictive 	20635 Personatge_de_ficcion 
693019 Peru 	51703 Perú 	242557 Peru 	95376 Pérou 	28042 Perú 	15720 بيرو 	8252 Peru 	53112 Περού 	38258 Peru 	7962 Peró 
989949 Fishing 	50848 Pesca 	492953 Fischerei 	157415 Pêche 	27675 Pesca 	1036158 صيد_السمك 	74629 Arrantza 	17172 Αλιεία 	442627 Pescuit 	7444 Pesca 
696793 Pianists 	114647 Pianistas 	247470 Pianist 	120181 Pianiste 	133815 Pianistes 	488762 عازف_بيانو 	242144 Piano-jotzaileak 	39195 Πιανίστες 	759042 Pianiști 	10913 Pianista 
1213186 Piedmont 	726527 Piamonte 	1128129 Piemont 	154602 Piémont 	409180 Piemont 	1855010 بييمونتي 	21114 Piemonte 	105049 Πεδεμόντιο 	41509 Piemont 	4468 Piemont 
11753030 Pinales 	252043 Pinales 	5111925 Koniferen 	166897 Pinales 	119592 Pinals 	486161 صنوبريات 	115597 Pinales 	214220 Πευκώδη 	123258 Pinales 	12831 Pinales 
1838364 Pyramids 	2294800 Pirámides 	240144 Pyramide 	1117880 Pyramide 	969257 Piràmides 	10563 أهرامات 	363458 Piramideak 	273283 Πυραμίδες 	574055 Piramide 	23973 Piramida 
952189 Piracy 	218991 Piratería 	1576756 Piraterie 	156859 Piraterie 	957545 Pirateria 	288351 قرصنة 	99499 Pirateria 	141011 Πειρατεία 	759152 Pirați 	22358 Piratariá 
7473503 Planets_of_the_Solar_System 	148981 Planetas_del_Sistema_Solar 	5796271 Planet_des_Sonnensystems 	1583769 Planète_du_système_solaire 	115450 Planetes_del_sistema_solar 	381829 كواكب_المجموعة_الشمسية 	4248 Eguzki-sistemako_planetak 	24468 Πλανήτες_του_Ηλιακού_Συστήματος 	110814 Planete_ale_sistemului_solar 	64668 Planeta_del_Sistèma_Solar 
771411 Medicinal_plants 	303670 Plantas_medicinales 	242351 Heilpflanze 	100328 Plante_médicinale 	43957 Plantes_medicinals 	276306 نباتات_طبية 	76057 Sendabelarrak 	146764 Φαρμακευτικά_φυτά 	108177 Plante_medicinale 	12982 Planta_medicinala 
5372436 Poaceae 	148175 Poaceae 	293411 Süßgräser 	206121 Poaceae 	118768 Poàcies 	530668 نجيلية 	75883 Poaceae 	154101 Ποοειδή 	123254 Poaceae 	34281 Poaceae 
696974 Poetry 	54107 Poesía 	278940 Lyrik 	103469 Poésie 	12397 Poesia 	6812 شعر 	9915 Olerkigintza 	11819 Ποίηση 	22208 Poezie 	20238 Poesia 
12087021 Apulia 	726711 Apulia 	2599864 Apulien 	484186 Pouilles 	197936 Pulla 	1721127 بوليا 	21103 Apulia 	102479 Απουλία 	891983 Apulia 	5565 Polha 
698100 Polymers 	208984 Polímeros 	3345954 Polymer 	88073 Polymère 	20336 Polímers 	2407740 مبلمرات 	68080 Polimeroak 	180230 Πολυμερή 	661461 Polimeri 	39657 Polimèr 
753848 Polynesia 	678991 Polinesia 	879154 Polynesien 	172980 Polynésie 	41301 Polinèsia 	734223 بولينيزيا 	367047 Polinesia 	298985 Πολυνησία 	189571 Polinezia 	44040 Polinesia 
721869 Polysaccharides 	77330 Polisacáridos 	3340254 Polysaccharid 	2599503 Polyoside 	44275 Polisacàrids 	363555 سكاكر_متعددة 	35701 Polisakaridoak 	179642 Πολυσακχαρίτες 	856668 Polizaharide 	39147 Polisacarid 
691860 Poland 	64740 Polonia 	242561 Polen 	113319 Pologne 	19508 Polònia 	8568 بولندا 	7575 Polonia 	15145 Πολωνία 	16108 Polonia 	6041 Polonha 
706304 Bridges 	162530 Puentes 	239254 Brücke 	85510 Pont 	22621 Ponts 	132664 جسور 	14989 Zubiak 	8213 Γέφυρες 	53185 Poduri 	21873 Pont 
707464 Portugal 	54428 Portugal 	242562 Portugal 	95056 Portugal 	16944 Portugal 	241056 البرتغال 	7379 Portugal 	16877 Πορτογαλία 	13120 Portugalia 	5849 Portugal 
705430 Diets 	179970 Dietas 	1063668 Diät 	481384 Pratique_alimentaire 	816755 Dietes 	1700169 حمية 	339651 Dietak 	223770 Δίαιτες 	55314 Diete 	61032 Practica_alimentària 
695985 Newspapers 	104932 Periódicos 	245890 Zeitung 	83308 Presse_écrite 	20144 Premsa 	28747 صحف 	8407 Egunkariak 	14633 Εφημερίδες 	21435 Ziare 	48716 Premsa_escricha 
1724212 Prehistory 	69768 Prehistoria 	783639 Ur-_und_Frühgeschichte 	136643 Préhistoire 	22141 Prehistòria 	37827 ما_قبل_التاريخ 	7613 Historiaurrea 	8066 Προϊστορία 	76003 Preistorie 	25241 Preïstòria 
824950 Primates 	76878 Primates 	388605 Primaten 	7971494 Primates 	34766 Primats 	118632 رئيسيات 	9438 Primateak 	113108 Πρωτεύοντα 	51226 Primate 	6099 Primates 
1678136 Primulaceae 	110343 Primulaceae 	2809169 Primulaceae 	221147 Primulaceae 	1020145 Primulàcies 	1948094 ربيعية_(فصيلة_نباتية) 	413851 Primulaceae 	155594 Ηρανθοειδή 	123452 Primulaceae 	33103 Primulaceae 
7197409 Princes_of_Asturias 	276472 Príncipes_de_Asturias 	5878254 Fürst_(Asturien) 	2997110 Prince_des_Asturies 	67597 Prínceps_d'Astúries 	267123 أمراء_أستورياس 	520744 Asturiasko_printze-printzesak 	143932 Πρίγκιπες_των_Αστουριών 	759466 Prinți_de_Asturia 	55076 Prince_d'Astúrias 
15504544 Proboscideans 	601764 Proboscidea 	1425191 Rüsseltiere 	927184 Proboscidea 	90457 Proboscidis 	1039776 فيليات 	87286 Proboscidea 	300966 Προβοσκιδωτά 	92401 Proboscidea 	6836 Proboscidea 
29538848 Procyonidae 	226938 Procyonidae 	2916801 Kleinbären 	8001915 Procyonidae 	777462 Prociònids 	1163072 راكونيات 	270081 Procyonidae 	313051 Προκυνίδες 	173194 Procyonidae 	53120 Procionid 
706467 WikiProjects 	212927 Wikiproyectos 	4297983 Wikipedia 	1693391 Espace_Projet 	437508 Viquiprojectes 	22381 مشاريع_ويكي 	32420 Wikiproiektuak 	20220 Βικιεπιχειρήσεις 	23266 WikiProiecte 	12700 Projècte_Wikipèdia 
743292 Chemical_properties 	75569 Propiedades_químicas 	2166796 Stoffeigenschaft 	134952 Propriété_chimique 	13488 Propietats_químiques 	359917 خصائص_كيميائية 	164079 Ezaugarri_kimikoak 	37854 Χημικές_ιδιότητες 	759546 Proprietăți_chimice 	52235 Proprietat_quimica 
744844 Protestantism 	90665 Protestantismo 	242578 Protestantismus 	83860 Protestantisme 	39422 Protestantisme 	191496 بروتستانتية 	6396 Protestantismoa 	74483 Προτεσταντισμός 	106171 Protestantism 	13422 Protestantisme 
1053764 Freudian_psychology 	51800 Psicoanálisis 	242039 Psychoanalyse 	119881 Psychanalyse 	387931 Psicoanàlisi 	23565 تحليل_نفسي 	161007 Psikoanalisia 	384219 Ψυχανάλυση 	30914 Psihanaliză 	17150 Psicanalisi 
854923 Psychoactive_drugs 	211121 Psicotrópicos 	2085522 Psychotrope_Substanz 	313018 Psychotrope 	652512 Psicotròpics 	36161 أدوية_نفسية 	92492 Droga_psikoaktiboak 	49157 Ψυχοτρόπες_ουσίες 	888291 Droguri_psihoactive 	27074 Psicotròp 
709089 Puerto_Rico 	61911 Puerto_Rico 	522523 Puerto_Rico 	295839 Porto_Rico 	29020 Puerto_Rico 	1793617 بورتوريكو 	24654 Puerto_Rico 	57148 Πουέρτο_Ρίκο 	347068 Puerto_Rico 	45137 Puerto_Rico 
725324 Punk 	145435 Punk 	362804 Punk 	81979 Punk 	55146 Punk 	173238 بانك 	34229 Punk_musika 	41926 Πανκ_μουσική 	306217 Punk 	14248 Punk 
3047410 Ports_and_harbours 	76014 Puertos 	341497 Hafen 	813239 Port 	156017 Ports_marítims 	30490 موانئ 	130652 Portuak 	61410 Λιμένες 	13106 Porturi 	12281 Pòrt 
743171 Qatar 	4363130 Catar 	242375 Katar 	83988 Qatar 	30542 Qatar 	6529 قطر 	21613 Qatar 	66418 Κατάρ 	18157 Qatar 	5817 Qatar 
694939 Chemists 	57112 Químicos 	238034 Chemiker 	82103 Chimiste 	18962 Químics 	7758 كيميائيون 	3930 Kimikariak 	14460 Χημικοί 	749180 Chimiști 	17470 Quimista 
864785 Kyrgyzstan 	78011 Kirguistán 	1095641 Kirgisistan 	470499 Kirghizistan 	36125 Kirguizistan 	8131 قرغيزستان 	21634 Kirgizistan 	50874 Κιργιζία 	1239019 Kârgâzstan 	35191 Quirguizstan 
701768 Rabbis 	839592 Rabinos 	278770 Rabbiner 	577327 Rabbin 	1130221 Rabins 	425269 حاخامات 	290187 Rabbiak 	74626 Ραββίνοι 	891934 Rabini 	51371 Rabin 
1289704 Racism 	125689 Racismo 	418388 Rassismus 	151076 Racisme 	288437 Racisme 	36482 عنصرية 	95487 Arrazismoa 	73972 Ρατσισμός 	182410 Rasism 	10786 Racisme 
1008810 Radioactivity 	597003 Radiactividad 	1850624 Radioaktivität 	303055 Radioactivité 	286323 Radioactivitat 	17124 نشاط_إشعاعي 	33502 Erradioaktibitatea 	298170 Ραδιενέργεια 	222532 Radioactivitate 	34656 Radioactivitat 
691500 Dog_breeds 	74961 Razas_de_perro 	337592 Hunderasse 	197417 Race_de_chien 	32358 Races_de_gossos 	434987 سلالات_كلاب 	225963 Txakur_arrazak 	342818 Φυλές_σκύλων 	21932 Rase_de_câini 	25429 Raça_de_can 
1390557 Macedonian_monarchs 	627697 Reyes_de_Macedonia 	263580 König_(Makedonien) 	409351 Roi_de_Macédoine 	73901 Reis_de_Macedònia 	630744 ملوك_مقدونيون 	117090 Mazedoniako_erregeak 	117967 Μακεδόνες_μονάρχες 	305142 Regi_ai_Macedoniei 	29790 Rei_de_Macedònia 
918476 International_relations 	396408 Relaciones_internacionales 	3054784 Internationale_Beziehungen 	171705 Relations_internationales 	918760 Relacions_internacionals 	17445 علاقات_دولية 	100166 Nazioarteko_harremanak 	91941 Διεθνείς_σχέσεις 	759689 Relații_internaționale 	12069 Relacions_internacionalas 
692694 Religion 	50653 Religión 	235991 Religion 	84974 Religion 	28501 Religió 	436567 دين 	384049 Erlijioa 	6145 Θρησκεία 	20394 Religie 	10602 Religion 
707662 Renaissance 	103527 Renacimiento 	496775 Renaissance 	272743 Renaissance 	19507 Renaixement 	56066 عصر_النهضة 	20817 Pizkundea 	37712 Αναγέννηση 	759709 Renaștere 	19608 Renaissença 
918440 Rhineland-Palatinate 	327878 Renania-Palatinado 	288378 Rheinland-Pfalz 	159148 Rhénanie-Palatinat 	86277 Renània-Palatinat 	1251689 راينلند_بالاتينات 	108731 Renania-Palatinatua 	100677 Ρηνανία-Παλατινάτο 	121629 Renania-Palatinat 	29024 Renània-Palatinat 
4787400 Reproduction 	101899 Reproducción 	1383578 Fortpflanzung 	777071 Reproduction 	374685 Reproducció 	48647 تكاثر 	98415 Ugalketa 	105255 Αναπαραγωγή 	207488 Reproducere_biologică 	61029 Reproduccion 
1624994 Protected_areas 	2957517 Áreas_protegidas 	4229596 Schutzgebiet_(Umwelt-_und_Naturschutz) 	4023918 Aire_protégée 	46279 Espais_d'interès_natural 	69523 محميات_طبيعية 	140390 Naturagune_babestuak 	13967 Προστατευόμενες_φυσικές_περιοχές 	248562 Arii_protejate 	64110 Resèrva_o_zona_protegida 
979699 Wireless_networking 	707929 Redes_inalámbricas 	288767 WLAN 	1024646 Réseau_sans_fil 	466972 Xarxes_informàtiques_sense_fil 	867189 شبكة_لاسلكية 	109237 Haririk_gabeko_sareak 	117970 Ασύρματο_δίκτυο 	1040619 Rețele_fără_fir 	56005 Ret_sense_fial 
795966 Rhetoric 	185792 Retórica 	257787 Rhetorik 	85239 Rhétorique 	896801 Retòrica 	916408 بلاغة 	57534 Erretorika 	17824 Ρητορική 	61122 Retorică 	35577 Retorica 
871539 Revolutions 	61728 Revoluciones 	243001 Revolution 	460678 Révolution 	53465 Revolucions 	36312 ثورات 	6715 Iraultzak 	8996 Επαναστάσεις 	759739 Revoluții 	61746 Revolucion 
901772 Réunion 	372707 Reunión 	557695 Réunion 	1997469 La_Réunion 	196983 Illa_de_la_Reunió 	1124643 ريونيون 	85497 Réunion 	77803 Ρεϊνιόν 	20775 Réunion 	30601 Reünion 
15038865 Rio_de_Janeiro_(city) 	939706 Río_de_Janeiro 	438571 Rio_de_Janeiro 	785705 Rio_de_Janeiro 	395614 Rio_de_Janeiro 	1863113 ريو_دي_جانيرو 	85191 Rio_de_Janeiro 	207880 Ρίο_ντε_Τζανέιρο 	14051 Rio_de_Janeiro 	12481 Rio_de_Janeiro 
713466 Rome 	280853 Roma 	242038 Rom 	87924 Rome 	85644 Roma 	7294 روما 	8565 Erroma 	67647 Ρώμη 	94760 Roma 	16468 Roma 
727635 Historical_novels 	342573 Novelas_históricas 	278865 Historischer_Roman 	110927 Roman_historique 	1015584 Novel·les_històriques 	121228 روايات_تاريخية 	577329 Eleberri_historikoak 	157583 Ιστορικά_μυθιστορήματα 	277223 Romane_istorice 	50812 Roman_istoric 
702960 Romania 	68353 Rumania 	242602 Rumänien 	108506 Roumanie 	28424 Romania 	8653 رومانيا 	11088 Errumania 	15226 Ρουμανία 	15972 România 	6040 Romania 
1252840 Romanticism 	161418 Romanticismo 	377548 Romantik 	250122 Romantisme 	114105 Romanticisme 	250207 رومانسية 	53884 Erromantizismoa 	85189 Ρομαντισμός 	148031 Romantism 	12915 Romantisme 
1200889 Rosaceae 	107236 Rosaceae 	2808881 Rosaceae 	220478 Rosaceae 	91101 Rosàcies 	586651 وردية 	60450 Rosaceae 	154640 Ροδοειδή 	123246 Rosaceae 	6483 Rosaceae 
1418071 Rosales 	371784 Rosales 	2808861 Rosales 	222286 Rosales 	91102 Rosals 	615058 ورديات 	60449 Rosales 	135060 Ροδώδη 	123244 Rosales 	6484 Rosales 
922975 Rodents 	195471 Rodentia 	309280 Nagetiere 	141477 Rongeur 	90448 Rosegadors 	15457 قوارض 	8770 Karraskariak 	53516 Τρωκτικά 	77883 Rozătoare 	55138 Rosegaire 
1271200 Rubiaceae 	115455 Rubiaceae 	2809263 Rubiaceae 	212079 Rubiaceae 	115433 Rubiàcies 	1190602 فوية 	131521 Rubiaceae 	154564 Ερυθροδανοειδή 	123454 Rubiaceae 	34244 Rubiaceae 
711746 Russia 	66596 Rusia 	239816 Russland 	89657 Russie 	13876 Rússia 	6520 روسيا 	6714 Errusia 	7786 Ρωσία 	13132 Rusia 	6039 Russia 
12911579 Rutaceae 	172001 Rutaceae 	2775400 Rutaceae 	370808 Rutaceae 	90998 Rutàcies 	775619 سذابية 	67999 Rutaceae 	153680 Ρυτοειδή 	123455 Rutaceae 	133385 Rutaceae 
743244 Rwanda 	78018 Ruanda 	242601 Ruanda 	122615 Rwanda 	33538 Rwanda 	36007 رواندا 	24757 Ruanda 	31521 Ρουάντα 	468166 Rwanda 	9603 Rwanda 
693378 Radio 	127481 Radio 	304962 Hörfunk 	83251 Radio 	41308 Ràdio 	14645 إذاعات 	5992 Irratia 	11560 Ραδιόφωνο 	61623 Radio 	19743 Ràdio 
